#-----------------------------------------------------------------------------------------------;;x
#Religions;x
#-----------------------------------------------------------------------------------------------;x
#;x
RELIGION_CHRISTIAN;Christian;x
RELIGION_CATHOLIC;Catholic;x
RELIGION_COUNTERREFORM;Counter-Reform Catholic;x
RELIGION_HUSSITE;Hussite;x
RELIGION_PROTESTANT;Protestant;x
RELIGION_REFORMED;Reformed;x
RELIGION_ORTHODOX;Orthodox;x
#;x
RELIGION_MUSLIM;Muslim;x
RELIGION_SUNNI;Sunni;x
RELIGION_SHIITE;Shiite;x
RELIGION_EASTERN_SUNNI;Sunni;x
RELIGION_AFRICAN_SUNNI;Sunni;x
#;x
RELIGION_EASTERN;Eastern;x
RELIGION_CONFUCIANISM;Confucian;x
RELIGION_BUDDHISM;Buddhist;x
RELIGION_HINDUISM;Hindu;x
RELIGION_SIKH;Sikh;x
RELIGION_SHINTO;Shinto;x
#;x
RELIGION_PAGAN;Pagan;x
#;x
#-----------------------------------------------------------------------------------------------;x
#ROLLOVER of Event Commands - Global flags;x
#;x
EE_FLAG_0;Enable Treaty of Tordesillas rules.\n;x
EE_FLAG_1;Enable Protestant religion.\n;x
EE_FLAG_2;Enable Reformed religion.\n;x
EE_FLAG_3;Enable Counter-Reform Catholicism.\n;x
EE_FLAG_4;Reduce Christian intolerance towards other great religions.\n;x
EE_FLAG_5;Disable Treaty of Tordesillas.\nReduce the effect of religion.\n;x
EE_FLAG_6;Reduce religious conflicts between Christians and Muslims.\n;x
#;x
#-----------------------------------------------------------------------------------------------;x
#ROLLOVER of Religion Information Window - Global flags;x
#;x
RELWFLAG_0;§Y¤ §WTreaty of Tordesillas enabled\n;x
RELWFLAG_1;§Y¤ §WProtestant religion enabled\n;x
RELWFLAG_2;§Y¤ §WReformed religion enabled\n;x
RELWFLAG_3;§Y¤ §WCounter-Reform Catholicism enabled\n;x
RELWFLAG_4;§Y¤ §WChristian intolerance towards other great religions reduced\n;x
RELWFLAG_5;§Y¤ §WTreaty of Tordesillas disabled and effect of religion reduced\n;x
RELWFLAG_6;§Y¤ §WReligious conflicts between Christians and Muslims reduced\n;x
#;x
#-----------------------------------------------------------------------------------------------;x
#MAIN MAP BAR – NUMBER OF MERCHANTS (coastalprovince_bonus = yes);x
#;x
YEARLYMER_REL;+%.2f Protestant or Reformed National Coastal Provinces\n;x
#;x
#-----------------------------------------------------------------------------------------------;x
#EOF;x
